0,17
1,26
2,45
3,60
4,84
5,110
6,137
7,176
8,220
9,266
10,311
11,369
12,433
13,500
14,573
15,646
16,732
17,826
18,924
19,1032
20,1129
21,1275
22,1397
23,1530
24,1672
25,1778
26,1876
27,2012
28,2129
29,2250
30,2363
31,2463
32,2621
33,2702
34,2766
35,2803
36,2861
37,2926
38,2980
39,3053
40,3120
41,3205
42,3288
43,3392
44,3498
45,3606
46,3833
47,4030
48,4305
49,4635
50,5015
51,5465
52,5890
53,6595
54,7264
55,8105
56,9107
57,10178
58,11565
59,13219
60,14928
61,16913
62,19464
63,22041
64,25086
65,28604
66,32399
67,35836
68,40156
69,44816
70,50173
71,56491
72,62694
73,68967
74,74188
75,80068
76,87778
77,94758
78,102623
79,109983
80,116456
81,122362
82,128395
83,136098
84,144616
85,151813
86,160732
87,167719
88,173119
89,179421
90,187226
91,194324
92,201537
93,208466
94,215198
95,219722
96,225021
97,232669
98,240156
99,246604
100,253283
101,259636
102,264183
103,269604
104,276299
105,283826
106,290228
107,296425
108,301891
109,307044
110,311708
111,318224
112,324164
113,330175
114,335999
115,341021
116,345130
117,349696
118,355731
119,361170
120,366946
121,372524
122,377373
123,381516
124,385981
125,390697
126,396458
127,401782
128,407200
129,412043
130,416181
131,420329
132,425977
133,431622
134,437259
135,442564
136,447496
137,451919
138,456213
139,461792
140,467681
141,473251
142,478655
143,483753
144,488098
145,492678
146,500115
147,506019
148,511922
149,517735
150,522787
151,527219
152,531273
153,537127
154,542661
155,548228
156,553583
157,558713
158,562962
159,567713
160,573467
161,578978
162,584652
163,590354
164,595571
165,599910
166,604505
167,610728
168,616645
169,622733
170,628703
171,634346
172,639407
173,644240
174,650609
175,656941
176,663576
177,669886
178,675648
179,680768
180,685861
181,692584
182,700180
183,707067
184,713922
185,720249
186,725342
187,730668
188,737159
189,744402
190,751368
191,758134
192,764306
193,769352
194,774780
195,781645
196,789026
197,796047
198,802984
199,808987
200,814382
201,819725
202,826456
203,833411
204,840402
205,846845
206,852876
207,858022
208,863223
209,870097
210,876961
211,883585
212,890175
213,896210
214,901265
215,906313
216,912989
217,919573
218,926062
219,932280
220,937966
221,942667
222,947547
223,953973
224,960477
225,966635
226,972733
227,978035
228,982627
229,987196
230,992243
231,998333
232,1004229
233,1010125
234,1015375
235,1019718
236,1024482
237,1030792
238,1036774
239,1042448
240,1048241
241,1053416
242,1057732
243,1061973
244,1067704
245,1073527
246,1078971
247,1084467
248,1089704
249,1093816
250,1097782
251,1103554
252,1109234
253,1114807
254,1120513
255,1125447
256,1129743
257,1134449
258,1140310
259,1146292
260,1152835
261,1158774
262,1164074
263,1168730
264,1172985
265,1178256
266,1184456
267,1190597
268,1196970
269,1202768
270,1207110
271,1212049
272,1218607
273,1225515
274,1232110
275,1238790
276,1244684
277,1249507
278,1255134
279,1262460
280,1269623
281,1276828
282,1284393
283,1291279
284,1297137
285,1303616
286,1312257
287,1321616
288,1330955
289,1340402
290,1348486
291,1355172
292,1362733
293,1372511
294,1382682
295,1392569
296,1402810
297,1412495
