0,987
1,1258
2,1733
3,2434
4,3221
5,5005
6,6484
7,8248
8,10264
9,12401
10,15027
11,17884
12,21137
13,25064
14,28792
15,31976
16,35429
17,38114
18,41118
19,43687
20,45744
21,59924
22,65098
23,67780
24,69912
25,72070
26,74101
27,75981
28,76515
29,77549
30,78607
31,79645
32,80273
33,81266
34,82127
35,83263
36,84722
37,86541
38,88747
39,91383
40,93998
41,97305
42,100474
43,104797
44,109852
45,115599
46,121455
47,128673
48,137452
49,148740
50,162834
51,179506
52,196929
53,215790
54,236569
55,260536
56,288654
57,320790
58,359297
59,393236
60,430393
61,474385
62,520601
63,570756
64,633116
65,700511
66,768345
67,829560
68,893825
69,970554
70,1049086
71,1128260
72,1215148
73,1297196
74,1371946
75,1448261
76,1531684
77,1620639
78,1710753
79,1808912
80,1895060
81,1972069
82,2048878
83,2129432
84,2217299
85,2305405
86,2396575
87,2481984
88,2561413
89,2644747
90,2727158
91,2811932
92,2901129
93,2998374
94,3090342
95,3166370
96,3238166
97,3317529
98,3406687
99,3496016
100,3591365
101,3674490
102,3757377
103,3838860
104,3923304
105,4020756
106,4118136
107,4215510
108,4304703
109,4385567
110,4459518
111,4549121
112,4641896
113,4740368
114,4843448
115,4941056
116,5025782
117,5118179
118,5217773
119,5323893
120,5433324
121,5543754
122,5647162
123,5746044
124,5838411
125,5933907
126,6044022
127,6164534
128,6294222
129,6421667
130,6533341
131,6637168
132,6757760
133,6881823
134,7015979
135,7149916
136,7281574
137,7398877
138,7509311
139,7634542
140,7774851
141,7916841
142,8062086
143,8200335
144,8327204
145,8456229
146,8605377
147,8756688
148,8902761
149,9089398
150,9252127
151,9386994
152,9530467
153,9699706
154,9879797
155,10066281
156,10265981
157,10450282
158,10618837
159,10782161
160,10965910
161,11169874
162,11386259
163,11605918
164,11806622
165,11987010
166,12164019
167,12380477
168,12601442
169,12832515
170,13075456
171,13298400
172,13500791
173,13697671
174,13925810
175,14167749
176,14422094
177,14668070
178,14900737
179,15124200
180,15329952
181,15576884
182,15863314
183,16144059
184,16438166
185,16706497
186,16931147
187,17149754
188,17406184
189,17702706
190,17994203
191,18290099
192,18554823
193,18780186
194,18982642
195,19243264
196,19521692
197,19809608
198,20097818
199,20374138
200,20601506
201,20821858
202,21096602
203,21391558
204,21682930
205,21977785
206,22248719
207,22470543
208,22675601
209,22941113
210,23222032
211,23499183
212,23768766
213,24041664
214,24259307
215,24478977
216,24741953
217,25024764
218,25307252
219,25602153
220,25871979
221,26102902
222,26353580
223,26622278
224,26915837
225,27210242
226,27522714
227,27804976
228,28049225
229,28256250
230,28508983
231,28804295
232,29111883
233,29436546
234,29732935
235,29990573
236,30241645
237,30531672
238,30844545
239,31163684
240,31492892
241,31797853
242,32057757
243,32297073
244,32585363
245,32903666
246,33224427
247,33555198
248,33862464
249,34125643
250,34364800
251,34661029
252,34984323
253,35312003
254,35645730
255,35951314
256,36212848
257,36486201
258,36804651
259,37158599
260,37521664
261,37888126
262,38267741
263,38564155
264,38840525
265,39166724
266,39555915
267,39961936
268,40383037
269,40787230
270,41137905
271,41476968
272,41875183
273,42324734
274,42812496
275,43309856
276,43796929
277,44233491
278,44635912
279,45110724
280,45631924
281,46183663
282,46760816
283,47274995
284,47750665
285,48205807
286,48712420
287,49289736
288,49917528
289,50548054
290,51190756
291,51700155
292,52173456
293,52747168
294,53377671
295,54032437
296,54697286
297,55313427
298,55836980
299,56330560
300,56910503
301,57534617
302,58201627
303,58873135
304,59493108
305,60023084
306,60550741
307,61128733
308,61774527
309,62401585
310,63013311
311,63617635
312,64148752
313,64638697
314,65233037
315,65882187
316,66578756
317,67276289
318,67932019
319,68487653
320,69006007
321,69623491
322,70288862
323,70994116
324,71710359
325,72377568
326,72936080
327,73464967
328,74077806
329,74806765
330,75547306
331,76271456
332,76922311
333,77493481
334,78029785
335,78658642
336,79359799
337,80060533
338,80609524
339,81083156
340,81535914
341,82035113
342,82683591
343,83426973
344,84193866
345,84846546
346,85423448
347,85970355
348,86532669
349,87258031
350,88072287
351,88919734
352,89769954
353,90546124
354,91198648
355,91789182
356,92479974
357,93229774
358,93985963
359,94753875
360,95437686
361,96001747
362,96482836
363,97079876
364,97746312
365,98401675
366,99046273
367,99652314
368,100140795
369,100580152
370,101116199
371,101707909
372,102309709
373,102896555
374,103430354
375,103851524
376,104243494
377,104701049
378,105188592
379,105698680
380,106197082
381,106641261
382,107007538
383,107327908
384,107718666
385,108162252
386,108608130
387,109037651
388,109426538
389,109732921
390,109997301
391,110343696
392,110741621
393,111144929
394,111558780
395,111947855
396,112267684
397,112553877
398,112933483
399,113378702
400,113828458
401,114266111
402,114665030
403,114988433
404,115283545
405,115656043
406,116103162
407,116554282
408,117009133
409,117424547
410,117805426
411,118098210
412,118493037
413,118962558
414,119445463
415,119940772
416,120395494
417,120774585
418,121111549
